   9.4562736e+01	   9.4717175e+01	   9.4449435e+01	   9.4525195e+01	   9.4871907e+01	   9.4208961e+01	   9.4242303e+01	   9.3996070e+01	   9.4478421e+01	   9.5635924e+01	   9.4735807e+01	   9.4589077e+01	   9.4063325e+01	   9.3622973e+01	   9.4909051e+01	   9.3383241e+01	   9.4341850e+01	   9.5413137e+01	   9.4919425e+01	   9.4485174e+01	   9.4082521e+01	   9.4547141e+01	   9.4448411e+01	   9.4619273e+01	   9.3490325e+01	   9.3959596e+01	   9.2827253e+01	   9.3674570e+01	   9.4511218e+01	   9.5375764e+01	   9.4617098e+01	   9.5084144e+01	   9.4179762e+01	   9.3446351e+01	   9.4650188e+01	   9.4244396e+01	   9.4107413e+01	   9.5149613e+01	   9.4847018e+01	   9.3377392e+01	   9.3644114e+01	   9.4263034e+01	   9.3887864e+01	   9.4802968e+01	   9.5161128e+01	   9.5075789e+01	   9.4419453e+01	   9.4214976e+01	   9.4566933e+01	   9.3649672e+01	   9.3562389e+01	   9.4912024e+01	   9.3045708e+01	   9.3875857e+01	   9.4970526e+01	   9.4087156e+01	   9.2970973e+01	   9.3824492e+01	   9.4217769e+01	   9.4102236e+01	   9.3436068e+01	   9.4340351e+01	   9.4084872e+01	   9.3913770e+01	
   9.4218515e+01	   9.3955261e+01	   9.4483605e+01	   9.4375243e+01	   9.4991894e+01	   9.4682078e+01	   9.4422492e+01	   9.4059056e+01	   9.4701752e+01	   9.3913726e+01	   9.3665713e+01	   9.4168845e+01	   9.4458901e+01	   9.4133818e+01	   9.3974730e+01	   9.3447490e+01	   9.4047256e+01	   9.3862317e+01	   9.5687647e+01	   9.5380366e+01	   9.3635423e+01	   9.3871522e+01	   9.4031564e+01	   9.3970718e+01	   9.4356270e+01	   9.4256347e+01	   9.5551610e+01	   9.4992221e+01	   9.4003012e+01	   9.4363025e+01	   9.4284793e+01	   9.4697021e+01	   9.4807722e+01	   9.5994732e+01	   9.4582358e+01	   9.4962963e+01	   9.4722946e+01	   9.4063386e+01	   9.3845129e+01	   9.4512349e+01	   9.3992323e+01	   9.3486533e+01	   9.4436600e+01	   9.4593902e+01	   9.4371711e+01	   9.6149577e+01	   9.4783042e+01	   9.4582455e+01	   9.4554396e+01	   9.4622151e+01	   9.4095573e+01	   9.2844623e+01	   9.4119916e+01	   9.3091812e+01	   9.4100102e+01	   9.4604160e+01	   9.4283439e+01	   9.5155938e+01	   9.6135583e+01	   9.5329859e+01	   9.4924039e+01	   9.3658696e+01	   9.3645453e+01	   9.3035759e+01	
   9.3795780e+01	   9.5078620e+01	   9.4434955e+01	   9.4954721e+01	   9.3917373e+01	   9.5707493e+01	   9.3940650e+01	   9.4693808e+01	   9.4299043e+01	   9.4200556e+01	   9.3137027e+01	   9.4152241e+01	   9.3451229e+01	   9.5130304e+01	   9.3977908e+01	   9.3813651e+01	   9.5305160e+01	   9.5665871e+01	   9.3301279e+01	   9.4123802e+01	   9.5129431e+01	   9.3891930e+01	   9.3797948e+01	   9.4622573e+01	   9.4972935e+01	   9.4785287e+01	   9.3346504e+01	   9.4800907e+01	   9.5024284e+01	   9.3943482e+01	   9.4524241e+01	   9.4939671e+01	   9.4280256e+01	   9.3691107e+01	   9.4439444e+01	   9.4193642e+01	   9.5090052e+01	   9.4792565e+01	   9.4537094e+01	   9.3302372e+01	   9.3336988e+01	   9.3769846e+01	   9.4178970e+01	   9.4409929e+01	   9.4328793e+01	   9.4268450e+01	   9.4372105e+01	   9.4607383e+01	   9.4387016e+01	   9.5557571e+01	   9.3978611e+01	   9.3624622e+01	   9.4234136e+01	   9.3637415e+01	   9.2986555e+01	   9.4083804e+01	   9.6049426e+01	   9.3553575e+01	   9.3772028e+01	   9.4259882e+01	   9.3834436e+01	   9.2548584e+01	   9.3172082e+01	   9.3492091e+01	
   9.5511741e+01	   9.4364468e+01	   9.4641794e+01	   9.4460285e+01	   9.4784893e+01	   9.4384240e+01	   9.3658935e+01	   9.4096358e+01	   9.3608457e+01	   9.3971205e+01	   9.4382141e+01	   9.4665232e+01	   9.5119812e+01	   9.4513030e+01	   9.4076308e+01	   9.5343917e+01	   9.4831656e+01	   9.5178070e+01	   9.3964153e+01	   9.4899470e+01	   9.3389473e+01	   9.4485708e+01	   9.4992236e+01	   9.4504906e+01	   9.4229190e+01	   9.4832400e+01	   9.4610847e+01	   9.3835061e+01	   9.4462274e+01	   9.3570796e+01	   9.4109601e+01	   9.4983767e+01	   9.4886334e+01	   9.4416295e+01	   9.4903567e+01	   9.4146426e+01	   9.4087347e+01	   9.3738833e+01	   9.4206864e+01	   9.5715415e+01	   9.4867907e+01	   9.4219328e+01	   9.5574374e+01	   9.4258559e+01	   9.4035686e+01	   9.3761427e+01	   9.4044963e+01	   9.4598167e+01	   9.4561456e+01	   9.4628453e+01	   9.4104126e+01	   9.3978147e+01	   9.3798061e+01	   9.4379615e+01	   9.2464246e+01	   9.4230606e+01	   9.4018937e+01	   9.4747462e+01	   9.4566010e+01	   9.3148659e+01	   9.2901915e+01	   9.3791165e+01	   9.5094640e+01	   9.4397018e+01	
   9.4697468e+01	   9.4070154e+01	   9.5308488e+01	   9.4882218e+01	   9.4997895e+01	   9.5055113e+01	   9.5203911e+01	   9.3861292e+01	   9.3370748e+01	   9.3940983e+01	   9.3853268e+01	   9.4033955e+01	   9.4368453e+01	   9.5533914e+01	   9.4535903e+01	   9.5915404e+01	   9.3903182e+01	   9.4756839e+01	   9.4816551e+01	   9.3599585e+01	   9.3836976e+01	   9.4797528e+01	   9.4089748e+01	   9.4037117e+01	   9.4070609e+01	   9.4256868e+01	   9.3304769e+01	   9.3549604e+01	   9.3585627e+01	   9.4872344e+01	   9.4197719e+01	   9.4483338e+01	   9.4495967e+01	   9.4852891e+01	   9.5080477e+01	   9.4469675e+01	   9.4070357e+01	   9.4470719e+01	   9.3560445e+01	   9.4445388e+01	   9.4981390e+01	   9.5454447e+01	   9.4038034e+01	   9.4586757e+01	   9.5673032e+01	   9.4043720e+01	   9.3798262e+01	   9.4906395e+01	   9.4053609e+01	   9.5106110e+01	   9.4479459e+01	   9.2950703e+01	   9.4068624e+01	   9.3408553e+01	   9.2435908e+01	   9.4157357e+01	   9.4418648e+01	   9.4077693e+01	   9.4244517e+01	   9.3106609e+01	   9.3037151e+01	   9.4185496e+01	   9.3704067e+01	   9.4325554e+01	
   9.4889059e+01	   9.4415702e+01	   9.4914854e+01	   9.4043593e+01	   9.4485300e+01	   9.4101246e+01	   9.4217013e+01	   9.4810880e+01	   9.4302874e+01	   9.4167503e+01	   9.3757810e+01	   9.3055643e+01	   9.5216722e+01	   9.4071009e+01	   9.4356562e+01	   9.4595281e+01	   9.4613970e+01	   9.3410531e+01	   9.4514172e+01	   9.3613965e+01	   9.5259266e+01	   9.2986200e+01	   9.3423360e+01	   9.4167833e+01	   9.3992466e+01	   9.3369660e+01	   9.3231564e+01	   9.3216395e+01	   9.2796549e+01	   9.2837569e+01	   9.4479817e+01	   9.4687212e+01	   9.4167300e+01	   9.4262118e+01	   9.4696373e+01	   9.3517846e+01	   9.4689949e+01	   9.4342571e+01	   9.4478717e+01	   9.4738329e+01	   9.4943710e+01	   9.5318742e+01	   9.4334687e+01	   9.3772763e+01	   9.5180013e+01	   9.5013241e+01	   9.5102514e+01	   9.3841022e+01	   9.5410730e+01	   9.4722821e+01	   9.4112232e+01	   9.4820177e+01	   9.5015641e+01	   9.3364833e+01	   9.5364556e+01	   9.3594934e+01	   9.3462661e+01	   9.2950135e+01	   9.3206632e+01	   9.3772415e+01	   9.5683061e+01	   9.4818054e+01	   9.3981828e+01	   9.5049573e+01	
   9.4766467e+01	   9.4630891e+01	   9.3908056e+01	   9.4503211e+01	   9.3468016e+01	   9.3645285e+01	   9.4768361e+01	   9.5788791e+01	   9.4457158e+01	   9.3905649e+01	   9.4629728e+01	   9.3914481e+01	   9.3745437e+01	   9.5433471e+01	   9.4294079e+01	   9.4289822e+01	   9.4174948e+01	   9.3473066e+01	   9.4085474e+01	   9.3703908e+01	   9.5352205e+01	   9.4148884e+01	   9.6062126e+01	   9.3783809e+01	   9.3940615e+01	   9.3230876e+01	   9.3214106e+01	   9.3009533e+01	   9.2204433e+01	   9.2439963e+01	   9.3402312e+01	   9.3132106e+01	   9.2723611e+01	   9.3026895e+01	   9.4547676e+01	   9.5800698e+01	   9.4807981e+01	   9.4474936e+01	   9.4788102e+01	   9.3400358e+01	   9.4038659e+01	   9.4680294e+01	   9.5026166e+01	   9.3723021e+01	   9.4781564e+01	   9.4734457e+01	   9.4498500e+01	   9.5176259e+01	   9.4525789e+01	   9.4277305e+01	   9.4326350e+01	   9.4274606e+01	   9.5046078e+01	   9.2972260e+01	   9.4079054e+01	   9.1807124e+01	   9.3260346e+01	   9.2800661e+01	   9.2209780e+01	   9.4621685e+01	   9.3637600e+01	   9.4002056e+01	   9.4309327e+01	   9.4340205e+01	
   9.4841696e+01	   9.5339831e+01	   9.5124693e+01	   9.4252835e+01	   9.4744600e+01	   9.4667431e+01	   9.5137559e+01	   9.3698064e+01	   9.4201546e+01	   9.3389008e+01	   9.3583159e+01	   9.3524277e+01	   9.3818424e+01	   9.4434768e+01	   9.3891225e+01	   9.5431982e+01	   9.4430346e+01	   9.4138372e+01	   9.3461775e+01	   9.3147170e+01	   9.3017324e+01	   9.2917152e+01	   9.4060419e+01	   9.3297485e+01	   9.3974078e+01	   9.2823142e+01	   9.4376730e+01	   9.1891358e+01	   9.2700695e+01	   9.3011289e+01	   9.3184908e+01	   9.2309826e+01	   9.4188315e+01	   9.2921431e+01	   9.2154805e+01	   9.3599393e+01	   9.3196565e+01	   9.4426753e+01	   9.5043089e+01	   9.4551767e+01	   9.4045031e+01	   9.3958390e+01	   9.3760633e+01	   9.4833760e+01	   9.4583842e+01	   9.4977412e+01	   9.4237210e+01	   9.4498189e+01	   9.4479353e+01	   9.5051187e+01	   9.4219085e+01	   9.5303077e+01	   9.4433358e+01	   9.5187065e+01	   9.3080161e+01	   9.3974471e+01	   8.7442179e+01	   9.3235712e+01	   9.4112274e+01	   9.3794949e+01	   9.3377613e+01	   9.3314102e+01	   9.4272269e+01	   9.3560807e+01	
   9.4638602e+01	   9.3768522e+01	   9.3483241e+01	   9.4567525e+01	   9.3729849e+01	   9.4432707e+01	   9.5054033e+01	   9.5028083e+01	   9.3569511e+01	   9.4148873e+01	   9.3685474e+01	   9.4334193e+01	   9.4610281e+01	   9.4463631e+01	   9.3896144e+01	   9.3857418e+01	   9.3797399e+01	   9.3998818e+01	   9.3882163e+01	   8.4369266e+01	   9.3057930e+01	   9.2777477e+01	   9.2686571e+01	   9.4357699e+01	   9.3923037e+01	   9.3330339e+01	   9.2714584e+01	   9.3860215e+01	   9.1821193e+01	   9.4463364e+01	   9.3458096e+01	   9.2046883e+01	   9.4590795e+01	   9.4361339e+01	   9.3570582e+01	   9.3675761e+01	   9.4015793e+01	   9.3872426e+01	   9.5249144e+01	   9.4309304e+01	   9.4383534e+01	   9.4323945e+01	   9.4509687e+01	   9.5165316e+01	   9.3769458e+01	   9.3923902e+01	   9.4169981e+01	   9.3778599e+01	   9.4502756e+01	   9.5743635e+01	   9.3970759e+01	   9.4124187e+01	   9.3935613e+01	   9.3926141e+01	   9.3335358e+01	   8.9613542e+01	   8.9891322e+01	   9.4258999e+01	   9.4127159e+01	   9.4315283e+01	   9.3603246e+01	   9.4006496e+01	   9.3889388e+01	   9.3163078e+01	
   9.5175198e+01	   9.3689996e+01	   9.3780911e+01	   9.4269711e+01	   9.5643346e+01	   9.4201215e+01	   9.4491762e+01	   9.4426984e+01	   9.4285191e+01	   9.4224138e+01	   9.2228250e+01	   9.4989720e+01	   9.4232890e+01	   9.3088603e+01	   9.4478199e+01	   9.3790882e+01	   9.4257795e+01	   9.4765543e+01	   9.3035310e+01	   8.9120620e+01	   9.4014933e+01	   9.3410081e+01	   9.3869013e+01	   9.2237555e+01	   9.3207936e+01	   9.2339460e+01	   9.1464420e+01	   9.2769560e+01	   9.2343574e+01	   9.3002953e+01	   9.2486710e+01	   9.3857258e+01	   9.2636117e+01	   9.3464973e+01	   9.3325658e+01	   9.2560713e+01	   9.3687287e+01	   9.2524316e+01	   9.4240781e+01	   9.4459086e+01	   9.5217606e+01	   9.3978432e+01	   9.4753044e+01	   9.4198484e+01	   9.4150867e+01	   9.4094651e+01	   9.4596952e+01	   9.4174153e+01	   9.3756877e+01	   9.5498144e+01	   9.4444080e+01	   9.4392729e+01	   9.4121781e+01	   9.4400916e+01	   9.3753717e+01	   9.2001540e+01	   9.2836642e+01	   9.3706436e+01	   9.3183351e+01	   9.3934825e+01	   9.4295589e+01	   9.3263992e+01	   9.3269847e+01	   9.2396247e+01	
